message_id,latency_sec,input_tokens,output_tokens,raw_invalid
ep-00000-m-0000,0.9128317832946777,378,55,0
ep-00000-m-0001,0.9128317832946777,378,55,0
ep-00000-m-0002,0.9128317832946777,378,55,0
ep-00000-m-0003,0.9128317832946777,378,55,0
ep-00000-m-0004,0.9128317832946777,378,55,0
ep-00000-m-0005,1.1228423595428467,308,57,0
ep-00000-m-0006,1.1228423595428467,308,57,0
ep-00000-m-0007,1.1228423595428467,308,57,0
ep-00000-m-0008,1.1228423595428467,308,57,0
ep-00000-m-0009,1.1228423595428467,308,57,0
ep-00000-m-0010,0.9568614482879638,363,56,0
ep-00000-m-0011,0.9568614482879638,363,56,0
ep-00000-m-0012,0.9568614482879638,363,56,0
ep-00000-m-0013,0.9568614482879638,363,56,0
ep-00000-m-0014,0.9568614482879638,363,56,0
ep-00000-m-0015,1.1920952320098877,296,56,0
ep-00000-m-0016,1.1920952320098877,296,56,0
ep-00000-m-0017,1.1920952320098877,296,56,0
ep-00000-m-0018,1.1920952320098877,296,56,0
ep-00000-m-0019,1.1920952320098877,296,56,0
ep-00000-m-0020,0.9526673793792725,329,57,0
ep-00000-m-0021,0.9526673793792725,329,57,0
ep-00000-m-0022,0.9526673793792725,329,57,0
ep-00000-m-0023,0.9526673793792725,329,57,0
ep-00000-m-0024,0.9526673793792725,329,57,0
ep-00000-m-0025,0.9518618106842041,340,56,0
ep-00000-m-0026,0.9518618106842041,340,56,0
ep-00000-m-0027,0.9518618106842041,340,56,0
ep-00000-m-0028,0.9518618106842041,340,56,0
ep-00000-m-0029,0.9518618106842041,340,56,0
ep-00000-m-0030,0.9330651760101318,265,52,0
ep-00000-m-0031,0.9330651760101318,265,52,0
ep-00000-m-0032,0.9330651760101318,265,52,0
ep-00000-m-0033,0.9330651760101318,265,52,0
ep-00000-m-0034,0.9330651760101318,265,52,0
ep-00000-m-0035,0.9879860401153564,337,57,0
ep-00000-m-0036,0.9879860401153564,337,57,0
ep-00000-m-0037,0.9879860401153564,337,57,0
ep-00000-m-0038,0.9879860401153564,337,57,0
ep-00000-m-0039,0.9879860401153564,337,57,0
ep-00000-m-0040,1.2320732116699218,385,60,0
ep-00000-m-0041,1.2320732116699218,385,60,0
ep-00000-m-0042,1.2320732116699218,385,60,0
ep-00000-m-0043,1.2320732116699218,385,60,0
ep-00000-m-0044,1.2320732116699218,385,60,0
ep-00000-m-0045,0.84791259765625,362,56,0
ep-00000-m-0046,0.84791259765625,362,56,0
ep-00000-m-0047,0.84791259765625,362,56,0
ep-00000-m-0048,0.84791259765625,362,56,0
ep-00000-m-0049,0.84791259765625,362,56,0
ep-00000-m-0050,1.203101396560669,327,62,0
ep-00000-m-0051,1.203101396560669,327,62,0
ep-00000-m-0052,1.203101396560669,327,62,0
ep-00000-m-0053,1.203101396560669,327,62,0
ep-00000-m-0054,1.203101396560669,327,62,0
ep-00000-m-0055,0.9396140098571777,406,57,0
ep-00000-m-0056,0.9396140098571777,406,57,0
ep-00000-m-0057,0.9396140098571777,406,57,0
ep-00000-m-0058,0.9396140098571777,406,57,0
ep-00000-m-0059,0.9396140098571777,406,57,0
ep-00000-m-0060,0.9675689697265625,381,55,0
ep-00000-m-0061,0.9675689697265625,381,55,0
ep-00000-m-0062,0.9675689697265625,381,55,0
ep-00000-m-0063,0.9675689697265625,381,55,0
ep-00000-m-0064,0.9675689697265625,381,55,0
ep-00000-m-0065,0.8737892150878906,367,57,0
ep-00000-m-0066,0.8737892150878906,367,57,0
ep-00000-m-0067,0.8737892150878906,367,57,0
ep-00000-m-0068,0.8737892150878906,367,57,0
ep-00000-m-0069,0.8737892150878906,367,57,0
ep-00000-m-0070,0.8624722003936768,218,52,0
ep-00000-m-0071,0.8624722003936768,218,52,0
ep-00000-m-0072,0.8624722003936768,218,52,0
ep-00000-m-0073,0.8624722003936768,218,52,0
ep-00000-m-0074,0.8624722003936768,218,52,0
ep-00000-m-0075,1.38364577293396,341,54,0
ep-00000-m-0076,1.38364577293396,341,54,0
ep-00000-m-0077,1.38364577293396,341,54,0
ep-00000-m-0078,1.38364577293396,341,54,0
ep-00000-m-0079,1.38364577293396,341,54,0
ep-00000-m-0080,1.091946792602539,409,60,0
ep-00000-m-0081,1.091946792602539,409,60,0
ep-00000-m-0082,1.091946792602539,409,60,0
ep-00000-m-0083,1.091946792602539,409,60,0
ep-00000-m-0084,1.091946792602539,409,60,0
ep-00000-m-0085,0.8977677822113037,303,52,0
ep-00000-m-0086,0.8977677822113037,303,52,0
ep-00000-m-0087,0.8977677822113037,303,52,0
ep-00000-m-0088,0.8977677822113037,303,52,0
ep-00000-m-0089,0.8977677822113037,303,52,0
ep-00000-m-0090,0.8784186363220214,321,57,0
ep-00000-m-0091,0.8784186363220214,321,57,0
ep-00000-m-0092,0.8784186363220214,321,57,0
